Date,ADRO.JK,ANTM.JK,BBCA.JK,BBNI.JK,PTBA.JK
2024-01-09,1159.21044921875,1445.7196044921875,9022.4169921875,4949.0048828125,2016.86279296875
2024-01-10,1173.5216064453125,1454.508056640625,8952.1123046875,4905.208984375,2032.2000732421875
2024-01-11,1168.751220703125,1436.9310302734375,8975.546875,4905.208984375,2009.1942138671875
2024-01-12,1183.0623779296875,1428.1424560546875,9092.720703125,4905.208984375,2024.531494140625
2024-01-15,1197.37353515625,1410.5653076171875,9116.1552734375,4927.10693359375,2078.212158203125
2024-01-16,1192.603271484375,1410.5653076171875,9092.720703125,4905.208984375,2070.54345703125
2024-01-17,1187.832763671875,1410.5653076171875,9139.5908203125,4861.412109375,2039.8687744140625
2024-01-18,1173.5216064453125,1423.7481689453125,9069.287109375,4861.412109375,2024.531494140625
2024-01-19,1159.21044921875,1445.7196044921875,9022.4169921875,4817.61572265625,2009.1942138671875
2024-01-22,1144.8990478515625,1445.7196044921875,9022.4169921875,4839.513671875,1955.5133056640625
2024-01-23,1121.0469970703125,1414.9595947265625,8998.9814453125,4751.9208984375,1947.8446044921875
2024-01-24,1116.276611328125,1349.0452880859375,8928.6767578125,4795.71728515625,1924.8385009765625
2024-01-25,1125.8175048828125,1366.6224365234375,8905.2431640625,4730.0224609375,1970.8507080078125
2024-01-26,1135.358154296875,1384.19970703125,8764.6328125,4751.9208984375,1970.8507080078125
2024-01-29,1144.8990478515625,1375.4110107421875,8952.1123046875,4883.310546875,1970.8507080078125
2024-01-30,1140.128662109375,1375.4110107421875,9045.8515625,4949.0048828125,1986.18798828125
2024-01-31,1144.8990478515625,1362.2281494140625,8952.1123046875,5036.59814453125,2001.5252685546875
2024-02-01,1154.4400634765625,1349.0452880859375,9092.720703125,5014.7001953125,1963.181884765625
2024-02-02,1154.4400634765625,1340.2567138671875,9092.720703125,5058.49609375,1947.8446044921875
2024-02-05,1159.21044921875,1265.553955078125,8975.546875,5036.59814453125,1947.8446044921875
2024-02-06,1173.5216064453125,1252.37109375,9022.4169921875,5058.49609375,1963.181884765625
2024-02-07,1173.5216064453125,1239.188232421875,9092.720703125,5036.59814453125,2001.5252685546875
2024-02-12,1178.2919921875,1287.525390625,9186.4599609375,5211.7841796875,2032.2000732421875
2024-02-13,1183.0623779296875,1357.833984375,9116.1552734375,5146.08984375,2024.531494140625
2024-02-15,1197.37353515625,1353.4395751953125,9233.330078125,5255.5810546875,2039.8687744140625
2024-02-16,1202.14404296875,1344.651123046875,9327.0693359375,5255.5810546875,2055.206298828125
2024-02-19,1159.21044921875,1331.46826171875,9256.7646484375,5146.08984375,2062.874755859375
2024-02-20,1159.21044921875,1322.6795654296875,9397.375,5277.478515625,2024.531494140625
2024-02-21,1154.4400634765625,1291.919677734375,9350.50390625,5255.5810546875,2001.5252685546875
2024-02-22,1163.980712890625,1318.285400390625,9256.7646484375,5211.7841796875,2016.86279296875
2024-02-23,1154.4400634765625,1362.2281494140625,9209.8955078125,5167.9873046875,2016.86279296875
2024-02-26,1130.587890625,1331.46826171875,9186.4599609375,5167.9873046875,1978.5194091796875
2024-02-27,1135.358154296875,1300.708251953125,9256.7646484375,5255.5810546875,1986.18798828125
2024-02-28,1144.8990478515625,1309.4967041015625,9373.939453125,5233.6826171875,2009.1942138671875
2024-02-29,1154.4400634765625,1283.1309814453125,9256.7646484375,5255.5810546875,1963.181884765625
2024-03-01,1187.832763671875,1300.708251953125,9209.8955078125,5167.9873046875,1978.5194091796875
2024-03-04,1211.6849365234375,1283.1309814453125,9139.5908203125,5146.08984375,2062.874755859375
2024-03-05,1254.6185302734375,1283.1309814453125,9186.4599609375,5167.9873046875,2101.21826171875
2024-03-06,1273.7001953125,1340.2567138671875,9327.0693359375,5211.7841796875,2131.89306640625
2024-03-07,1288.0113525390625,1384.19970703125,9491.11328125,5233.6826171875,2177.905029296875
2024-03-08,1273.7001953125,1375.4110107421875,9514.548828125,5343.173828125,2223.9169921875
2024-03-13,1240.3072509765625,1423.7481689453125,9373.939453125,5452.6650390625,2147.230224609375
2024-03-14,1273.7001953125,1445.7196044921875,9678.591796875,5386.97021484375,2208.579833984375
2024-03-15,1268.9298095703125,1419.3538818359375,9514.548828125,5323.1796875,2177.905029296875
